Dòng số	Text	Lỗi phát hiện
9792	_hàng bán giá rẻ mà chất luong from áo mặc vo đẹp lắm shop ....	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9796	tiền nào của nấy mà ship lâu quá nên trừ 1 sao...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9799	Máy vi vo y19 chất lương trung bình so với tầm giá ,cài chữ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9800	đặt 41 mà shop giao bằng 43...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9818	Mới dùng được 10 ngày thấy ổn trong tầm giá. Chụp ảnh đẹp. C...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9821	dùng máy rất tốt, hệ điều hành mượt mà. camera đẹp chụp rất ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9835	sàn nát cskh thì vô_trách_nhiệm chỉ biết copy văn_mẫu trả_lờ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9864	mã voucher chx dùng lần nào s bảo dùng r muốn mua hàng mà mã...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9865	Pin 5000 mà cứ như 3000 tuộc nhanh số với dự kiến . Mới mua ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9871	Vsmart à! Wifi chập chờn, cảm ứng hay đơ,cam thì tệ! Bảo hàn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9873	shopee làm một đường nói một nẻo giao hàng trễ hẹn tặng 15 k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9886	so với giá đó thì chất_lượng sản_phẩm đã quá ok , ngoài sự m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9887	Nói về công nghệ  ứng dụng thì chẳng thua ai Mà quan trọng l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9889	Mới mua hồi tối thấy chụp hình cũng đẹp nhưng bin mau hết . ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9890	ứng_dụng lm ăn kiểu gì vậy giao hàng như không giao vậy đó c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9895	nhìn_chung thì giá này là ok rồi nhưng không ưng cái khoá , ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9907	giao màu đen ! ! ? ?...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9912	Mình mua máy mới mà pin chai hết 7% mình đo bằng ứng dụng an...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9927	app rất tệ cực_kỳ tệ cửa_hàng đã bảo_hủy đơn hàng nhưng 1 th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9931	Vì công việc nên mới xài vị trí... đến lúc xài mất cả 1thoi ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9950	shop ship nhầm màu nhưng cho ship lại đúng màu luôn mà mình ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9958	Chất lượng kém so vs giá sp , pin 5000 mà tụt nhanh quá, cam...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9964	app ổn nhưng giá không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9969	Vì công việc nên mới xài vị trí ứng dụng tải về thì ít,, rất...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9976	bình_thường bông không dày lắm...	Target 'lóp' không tìm thấy trong text
9979	giao sai sản_phẩm nhưng không được chấp_nhận trả hàng có dấu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9987	Mua máy từ ngày 22/12/2019 hư phần mềm máy không nhận nguồn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9989	Vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tấ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9991	lúc trước mik đặt buổi tối nếu ở tp hcm là sáng_mai có rồi v...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9993	rách cực_kì lag...	Target 'app' không tìm thấy trong text
10001	Máy ngon. Giá rẻ. Cấu hình tốt. Pin ổn. Có cái màu không giố...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10010	Lần trước mình có dt iphon mua ở tgdd ko may cho mình vừa hế...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10016	ứng_dụng thì hay nhưng hàng đăng bán trên tiki giá đắt hơn r...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10026	đặt 1 màu giao 1 màu . chán thật...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10033	Mới mua được hơn 1 tháng màn hình bị lỗi có 1 chấm xanh trên...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10046	các cửa_hàng trong app kém chất_lượng giao hàng sai mà hiệu_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10052	làm ơn bên kho dùm cái lấy hàng xong giao thùng không...	Target 'vận_chuyển' không tìm thấy trong text
10061	nhưng đổi lại chất_lượng âm_thanh tốt so với giá tiền...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10063	cho 3 sao vì đã đi đầu trong việc sử_dụng blockchain có toke...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10091	nhưng nhận được hàng rồi thì thấy ok lắm thấy có niềm tin và...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10098	Máy mượt, pin trâu nhưng khi phim hay chơi game hay lên mạng...	Target 'điện thoại' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10105	Lỗi pin, tụt % pin theo ngày chứ không phải lâu mới tụt. Lỗi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10110	Máy vào mạng khá chậm. Pin 4000 mà nhanh tụt. Để qua đêm tắt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10112	Em mới mua đc hơn tuần nhưng pin tụt rất là nhanh, tắt màn h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10114	ứng_dụng gì mà cứ 4 5 đơn hàng là có một đơn bị thiếu hàng đ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10119	thấy đang sale nên đặt_hàng r giao cho 1 đống rác cái app nh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10142	Sefie màu da vàng khè. Nút ứng dụng mờ ko sắc nét. So với tầ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10166	đặt một màu ghi một màu xanh nhưng lại giao 2 màu xanh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10181	Vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tấ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10186	chất vải đẹp , mát nhưng hơi dễ nhàu , hàng giao nhanh , màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10190	sử_dụng tiki từ ngày mới ra_mắt tới giờ nhưng_mà có_lẽ chỉ đ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10197	sử_dụng tiki từ ngày mới ra_mắt tới giờ nhưng_mà có_lẽ chỉ đ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10208	Máy mua chưa đc 30ngày bị nhiều lỗi ! Mau nóng máy,hay lag,t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10209	Mua con này chip có 450 8 nhân thế thì bớt chút tiền mua con...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10230	app dễ tìm_kiếm sản_phẩm mà mình cần mua sẽ tiếp_tục ủng_hộ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10262	app hay nhưng nhiều lúc có shipper thái_độ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10265	shop wtf nhầm màu đặt màu nâu sữa giao màu vàng !...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10268	Đầu tiên về chất lượng phục vụ ở rất tốtnhưng nhân vô cùng n...	Target 'nhân viên' không tìm thấy trong text | Target 'tầm giá' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10280	giao sai màu , sai kích_cỡ , liên_hệ mấy ngày kêu mua lại rồ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10283	Thề luôn. Sài bao nhiêu hãng samsung lần này thật sự thất vọ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10319	tuy_nhiên shop nên kiểm_tra trước khi giao tránh trường_hợp ...	Target 'hàng' không tìm thấy trong text
10322	lúc trước mik đặt buổi tối nếu ở tp hcm là sáng_mai có rồi v...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10332	hình_ảnh thì free ship mà tiền ship tận 44 k hình_ảnh thì gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10339	trước_đây app dùng tốt mà chừng 1 tháng nay hễ vô giỏ hàng l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10343	Nó hay nhảy màn hình, đơ máy cs khi đang xem phim tự tắt ra,...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10345	mình đã note là màu trắng_đen đỏ , shop lại giao màu kem đen...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10352	sử_dụng ứng_dụng mà gặp phải quảng_cáo của lazada là rất bực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10353	shop giao nhầm màu đặt màu nâu sữa giao màu vàng !...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10361	Đã sử dụng máy máy mượt cam hơi ảo tí nhưng mình thấy đáng m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10366	chất vải đẹp màu chon mà mà giao nhầm u be ma giao nhưng,u k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10375	giá mua thì ok rùi nhưng giá ship hàng cao lắm mong lazada c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10379	thật sự là tệ khi cập nhật mắc mềm mới. máy đơ vào face và z...	Target 'phần mềm' không tìm thấy trong text
10392	Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10394	app như lờ_shiper cục súc không giao mà lừa_dối giao rồi chỉ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10395	mình gặp lỗi_mã giảm_giá không khả_dụng số tiền tự điều_chỉn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10398	giao không đúng hàng thu thêm tiền mà không thông_báo với kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10401	không hề nhận được cuộc_gọi giao hàng từ shipper mà trên đơn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10420	đặt_hàng giao cho ai đâu không , tui chưa hề nhận được mà bá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10427	Huawei p30 lite mọi thứ đều tốt chỉ trừ camera, mình cảm thấ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10446	giao sai màu , vải nóng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10452	Cho hỏi máy vừa mua được 1 ngày từ 00 giờ đên 5 giờ sáng tắt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10459	Sau hơn 1 tháng trải nghiệm mới vào review đây mn ơi. Tầm gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10464	Sản phẩm đẹp, sang trọng, chất lượng! Hệ điều hành iOS tuyệt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10476	ủa giao thiếu hàng khiếu_nại xong không thèm hoàn tiền luôn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10483	Mình vừa mới mua sản phẩm này, nói chung cấu hình cao hơn so...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10484	Sau khi trải nghiệm sản phẩm mình thấy máy đáp ứng tốt những...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10501	Mới mua hôm nay Không chụp được n hình điện thoại Cảm biến v...	Target 'màn hình' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10520	gói hàng chắc_chắn và mềm nhanh...	Target 'giao' không tìm thấy trong text
10524	cho chọn 3 món bất_kỳ mua với giá 0 đ cho người mới mà cửa_h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10534	không ưng cây_chổi này lắm nhưng với giá tiền vậy thì cũng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10535	một phần_mềm uy_tín hàng chất_lượng mà ít người dùng hơn sho...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10537	Cảm biến vân tay không nhạy ,nhận dạng khuôn mặt chậm như rù...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10548	Máy đẹp, ổn nhưng mà xài được hơn tuần thì bị văng mấy ứng d...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10552	đặt_hàng mà không giao còn lúc đặt_hàng áp_mã voucher vào th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10596	sản_phẩm không có vấn_đề nhưng shipper cua shopee thô_lỗ với...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10602	Máy dùng tốt.có vài lỗi là cảm ứng tiệm cận thỉnh thoảng khô...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
10621	, giá tốt , check được hidden tag nhưng mình không chụp được...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
